col,weight,gain,cover
app-device-os-channel_timestd,13.2,9.081937382831661,361.2438433085098
app_timemax,1.8,9.0807436,231.62722733333334
ip-app-device-channel_std,5.8,9.078163622222222,524.9083564444445
ip-channel_timemin,14.4,9.05098407759707,168.95541454375257
ip_mean,25.8,9.038690630139238,385.47150154732765
app-os_timestd,13.6,8.987662502813853,177.72703360324675
ip-app-os-channel_timemin,11.2,8.97855610681818,374.09682204545453
ip_binary_18,2.8,8.913960285714285,101.05280471428571
app-device-os-channel_timemean,9.8,8.891415870833333,213.35931326388885
app-device-channel_timestd,9.8,8.83880849004329,341.5053457493507
ip-device-os-channel_timemin,7.8,8.824982201212121,181.81382246464648
ip-os-channel_timemean,14.2,8.783894155555556,246.41618387111112
ip_binary_13,3.0,8.738241499999999,78.62799549999998
ip-app_mean,7.2,8.699235984126984,273.65604577777776
ip-app-os_timemax,12.8,8.69877864060606,267.097104594697
ip-channel_timemax,15.8,8.669905202886003,221.86706802741702
ip-app-channel_timemean,12.2,8.662262847222221,163.7717683066239
ip-app-os_timemean,10.2,8.6178852,277.21266368888894
ip-device-os_mean,6.2,8.617058416666667,342.90421786111114
ip_binary_5,2.4,8.609420333333333,93.40645983333333
app-device-os_timemean,27.0,8.587707761587136,1573.9678140721585
device-os_mean,2.2,8.526800666666666,471.92548666666664
ip-os_timemin,10.4,8.466569279411763,250.7196400735294
ip-device_max,8.6,8.434894328571428,307.5020471190477
ip-app-os_mean,5.0,8.404400174761903,313.47543069047623
ip-device-os_timestd,14.8,8.399926298290598,266.00583649536014
app-os-channel_count,8.4,8.38807296969697,240.25463980808075
ip_binary_10,4.8,8.379137833333335,153.684418
app-device-os-channel_std,8.4,8.365502718681316,343.40207799633697
ip_binary_12,2.8,8.356303433333334,168.76565983333336
app-os_timemax,2.4,8.351171633333333,315.1574716666667
ip-channel_timestd,17.4,8.335241558671498,186.98129224396135
device-channel_timemax,4.2,8.296735250000001,296.73855199999997
device_count,3.0,8.2397905,178.436579
ip-app-channel_timemin,9.4,8.229094403743314,374.1143355008913
ip-app-os-channel_timemean,9.2,8.226762734210528,339.2151185833333
ip-app_timemax,13.2,8.215682426190474,148.19344994285717
ip-app-device-channel_timemin,7.0,8.204989857703081,226.12013263305326
ip-app-device-os_max,2.8,8.12857,330.8246843333334
app-os_timemin,2.4,8.111924366666667,326.3046706666667
ip-os-channel_mean,7.2,8.045460868686868,204.3456653878788
app-device-os-channel_mean,7.4,8.039980490842492,325.07087811355314
ip-device-channel_timemean,10.2,8.006825269984917,224.21559528808447
ip-app-device-channel_timemean,7.6,7.94187002408425,85.54416025030524
ip-app-device_timemean,9.4,7.843928746031746,104.49183513968255
ip-os_max,8.6,7.824718564935066,335.9890335508658
app-os-channel_timemin,5.4,7.744260453939394,93.3889202969697
